Company,Drug_Name,FDA_Scientific_Name,Date,Classification,Sentiment_Score,Confidence_Score,Sources,Significance_Score,Title,Summary,Source_Type,Search_Query
Dr. Reddy's,Unknown Drug,Unknown Drug,2017-10-20,Bad,0.0,0.13636363636363635,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQRTV1Vm10VU1FRENRLVhSX0l4NWVCRTJDRkRhZUQ3alFIdHBZNy1Mc1hqcjg1R1h6ZVgwM09vMVlsbVV2MWxFeDRsUXBRZHBKNW43X3VCTXVPa2NyWl9NbVZ6VHBCWHhLM2lVOTlVRXlWM3ZaTEtXaTR4bzlzRnBTd05UWnp5dWd6UmhHN1VhVHlaQi15RE45UE1oSXVnaTN0bVdrUTZ2dGhPdkNIT0xvTkZJakpZZWF6NThGdFNrMFU?oc=5,0.5061363636363636,"Dr. Reddy's, fighting to recover from FDA warning letter, recalls 500K heartburn tablets - Fierce Pharma","<a href=""https://news.google.com/rss/articles/CBMiwAFBVV95cUxQRTV1Vm10VU1FRENRLVhSX0l4NWVCRTJDRkRhZUQ3alFIdHBZNy1Mc1hqcjg1R1h6ZVgwM09vMVlsbVV2MWxFeDRsUXBRZHBKNW43X3VCTXVPa2NyWl9NbVZ6VHBCWHhLM2lVOTlVRXlWM3ZaTEtXaTR4bzlzRnBTd05UWnp5dWd6UmhHN1VhVHlaQi15RE45UE1oSXVnaTN0bVdrUTZ2dGhPdkNIT0xvTkZJakpZZWF6NThGdFNrMFU?oc=5"" target=""_blank"">Dr. Reddy's, fighting to recover from FDA warning letter, recalls 500K heartburn tablets</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fierce Pharma</font>",Google News Enhanced,"""Dr Reddy"" FDA approval"
Dr. Reddy's,Recall,Recall,2017-10-27,Bad,0.0,0.045454545454545456,https://news.google.com/rss/articles/CBMivgFBVV95cUxPczFhUlB4NUF4a1JlTzNPXzFnN21xSVN2U1BmbDdxQ09RVkcxSDVhZmZiYlBsdUNUdF9PU3VWYXlKMEhYZ1ZINDM5MlU1eVJSM3VwT3pnT05mLU5jc0F0QmJDX2dHakNfWVR1YkZHZDhtdnlILUVyc0pBcjNCVDFDUVExRmhScmFRcW5FQUtEMHRlaWo5QzZDc0xiUVVyODl5RTk4THJCZkFNOVNTd1lMalQzbGw3ckszVzhfODdB?oc=5,0.47204545454545455,"FiercePharmaAsia—Dr. Reddy’s drug recall, China’s Ebola vaccine, Bharat Biotech’s typhoid vaccine - Fierce Pharma","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxPczFhUlB4NUF4a1JlTzNPXzFnN21xSVN2U1BmbDdxQ09RVkcxSDVhZmZiYlBsdUNUdF9PU3VWYXlKMEhYZ1ZINDM5MlU1eVJSM3VwT3pnT05mLU5jc0F0QmJDX2dHakNfWVR1YkZHZDhtdnlILUVyc0pBcjNCVDFDUVExRmhScmFRcW5FQUtEMHRlaWo5QzZDc0xiUVVyODl5RTk4THJCZkFNOVNTd1lMalQzbGw3ckszVzhfODdB?oc=5"" target=""_blank"">FiercePharmaAsia—Dr. Reddy’s drug recall, China’s Ebola vaccine, Bharat Biotech’s typhoid vaccine</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fierce Pharma</font>",Google News Enhanced,"""Dr Reddy"" FDA approval"
Sun Pharma,Unknown Drug,Unknown Drug,2017-11-08,Bad,0.35,0.09090909090909091,https://example.com/sunpharma-warning-letter,0.48479037372781236,FDA Issues Warning Letter to Sun Pharma Halol Facility,FDA issues warning letter to Sun Pharma for current good manufacturing practice deficiencies at Halol facility.,Comprehensive Sample Data,Sun Pharma FDA Warning Letter
Biocon,Lantus,Lantus,2018-02-21,Bad,0.0,0.045454545454545456,https://news.google.com/rss/articles/CBMitgFBVV95cUxOY1VrZjAwc1g2NEwwZi14bGlucndBMnRmNFdxbFp6Z29LZ2ZodHdUdXp2cmlEYTZvTHlzTUhzQXI1djFNZkVBMFRNRHBScXVqbmRVd0pwcUJFa1dFRVRlSldkckd0VzZsWC04czBKa0NjeXJKd1pZV2FjLXZGWHE5bXo5MVFFelljbGF1ekl3eDY0akZiY1YtaHp1MDlqdzd5aDAyR2x4S1lGXzNSek5maXJlaGhEZw?oc=5,0.42713856635258834,Plant where Biocon and Mylan will produce their Lantus copy spanked with FDA Form 483 - Fierce Pharma,"<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxOY1VrZjAwc1g2NEwwZi14bGlucndBMnRmNFdxbFp6Z29LZ2ZodHdUdXp2cmlEYTZvTHlzTUhzQXI1djFNZkVBMFRNRHBScXVqbmRVd0pwcUJFa1dFRVRlSldkckd0VzZsWC04czBKa0NjeXJKd1pZV2FjLXZGWHE5bXo5MVFFelljbGF1ekl3eDY0akZiY1YtaHp1MDlqdzd5aDAyR2x4S1lGXzNSek5maXJlaGhEZw?oc=5"" target=""_blank"">Plant where Biocon and Mylan will produce their Lantus copy spanked with FDA Form 483</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fierce Pharma</font>",Google News Enhanced,"""Biocon"" FDA approval"
Sun Pharma,Ilumya,Ilumya,2018-03-21,Good,0.0,0.045454545454545456,https://news.google.com/rss/articles/CBMiigJBVV95cUxPdmJPRzlMdExGZmJKQ1FES2NERFE2U1RDem5qaVdPdm9IdnhkbTF6bUk2b2tLeHJqdXh6Vkw3aUtiQWNFQ3NzX3p2RHdPM3NiV1M5NlBlem5tUkV1TUVfcGxpTFhvRHM0dVNxM0E1dXJFM3ZZdmdvWDcxZ0FvMkFsYmVSYmNQWGlHQnBmSEZjUWtsak9aYWlETFE4d1k0TXJXcEtxZ2ZDVi1SanBNSWRBQXltWFFKbzduTVJHNTFoV05DLVZVX29mSG5wZnpJYzhsZGtJVU9ncGhoZ2d0NU5WdGdra0RsckFKbzZveWZid0ttcUY3eTkxVERGaUgzY21tUmVRVUxHbnBIUQ?oc=5,0.5420702332299816,Sun Pharma Announces U.S. FDA Approval of ILUMYA™ (tildrakizumab-asmn) for the Treatment of Moderate-to-Severe Plaque Psoriasis - PR Newswire,"<a href=""https://news.google.com/rss/articles/CBMiigJBVV95cUxPdmJPRzlMdExGZmJKQ1FES2NERFE2U1RDem5qaVdPdm9IdnhkbTF6bUk2b2tLeHJqdXh6Vkw3aUtiQWNFQ3NzX3p2RHdPM3NiV1M5NlBlem5tUkV1TUVfcGxpTFhvRHM0dVNxM0E1dXJFM3ZZdmdvWDcxZ0FvMkFsYmVSYmNQWGlHQnBmSEZjUWtsak9aYWlETFE4d1k0TXJXcEtxZ2ZDVi1SanBNSWRBQXltWFFKbzduTVJHNTFoV05DLVZVX29mSG5wZnpJYzhsZGtJVU9ncGhoZ2d0NU5WdGdra0RsckFKbzZveWZid0ttcUY3eTkxVERGaUgzY21tUmVRVUxHbnBIUQ?oc=5"" target=""_blank"">Sun Pharma Announces U.S. FDA Approval of ILUMYA™ (tildrakizumab-asmn) for the Treatment of Moderate-to-Severe Plaque Psoriasis</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PR Newswire</font>",Google News Enhanced,"""Sun Pharma"" FDA approval"
Dr. Reddy's,Buprenorphine,Buprenorphine,2018-05-15,Good,0.0,0.045454545454545456,https://example.com/drl-suboxone-approval,0.5395454545454546,DRL Announces FDA Approval for Generic Suboxone,Dr. Reddy's Laboratories (DRL) receives FDA approval for generic Suboxone (buprenorphine and naloxone) tablets.,Comprehensive Sample Data,DRL FDA Approval
Dr. Reddy's,Generic,Generic,2018-06-15,Good,0.0,0.045454545454545456,https://news.google.com/rss/articles/CBMioAFBVV95cUxQZkhKdHhiY0NyT0Y0eGV0SzZwU19jcUw0bU5yb242eVlFcFdDbUdFN0JzNW1VUGhKdUVYQmpPTC1JamlMOW03RVN5dkJ0YjQ1LW1TaVhRdHpaZXUwc24tVF93cXJrM2t4c0oyVGxIU2RYZi1xNFZObjRraDVKLU1Oa0VKUnh3Wk4zQjIyRWlualo3YWFfdVg0NzZQTTExYTJJ?oc=5,0.5470454545454545,Indivior shares dive after Dr Reddy's gets FDA approval for generic - Yahoo,"<a href=""https://news.google.com/rss/articles/CBMioAFBVV95cUxQZkhKdHhiY0NyT0Y0eGV0SzZwU19jcUw0bU5yb242eVlFcFdDbUdFN0JzNW1VUGhKdUVYQmpPTC1JamlMOW03RVN5dkJ0YjQ1LW1TaVhRdHpaZXUwc24tVF93cXJrM2t4c0oyVGxIU2RYZi1xNFZObjRraDVKLU1Oa0VKUnh3Wk4zQjIyRWlualo3YWFfdVg0NzZQTTExYTJJ?oc=5"" target=""_blank"">Indivior shares dive after Dr Reddy's gets FDA approval for generic</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo</font>",Google News Enhanced,"""Dr Reddy"" FDA approval"
Dr. Reddy's,Suboxone,Suboxone,2018-06-15,Good,0.0,0.045454545454545456,https://news.google.com/rss/articles/CBMivAFBVV95cUxNT1NWdlY1V2EwWGhtV0JyRWtLX1lRbkZ2blRYVzhaQXRYdXBaclR2M3hIbVdrQW9jclR5NVZCYTZfQW1CTzJRTk5SVE5IdU9HTEg0Vm85VW8tbUl5bGpQQ3lJS0xPdVdQMFozNlBLalNWVGlvTnd0MlZqanZDQWhoUTViVm8xN21Qc0ZLcHhNUjQ1Si10SURydHZJS0hQMkxJOHBHVm4ydUV2QlhGLXR3dnJ6SWdGekV6cTdaMdIBygFBVV95cUxQMGxlVEJnQ05hZW1FdnZYZk8zTkZMR2RtbEQzOW1xX29ERmVJeW9vSHJOem54bHU1UHVCd1g2andrZlk3TEh3M1BJQzFwMEg2SjIwMHJEdWdNTzNvTTVRS3FWTTY2NFdoTlgyUTJsOHlRU1p0eGpXcWxiZlE3WldfMWt6WUNXN2Fxd2tka2p5ZlNENVc5S093TWN0dDlHa1QyaXRyOVl1ckxnTjA0NWVROWxSMWx2SXVQdDNQaHB2enhWWW9lSmVYRldB?oc=5,0.5470454545454545,Dr Reddy’s gets US FDA approval to launch Suboxone generic | Company Business News - Mint,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxNT1NWdlY1V2EwWGhtV0JyRWtLX1lRbkZ2blRYVzhaQXRYdXBaclR2M3hIbVdrQW9jclR5NVZCYTZfQW1CTzJRTk5SVE5IdU9HTEg0Vm85VW8tbUl5bGpQQ3lJS0xPdVdQMFozNlBLalNWVGlvTnd0MlZqanZDQWhoUTViVm8xN21Qc0ZLcHhNUjQ1Si10SURydHZJS0hQMkxJOHBHVm4ydUV2QlhGLXR3dnJ6SWdGekV6cTdaMdIBygFBVV95cUxQMGxlVEJnQ05hZW1FdnZYZk8zTkZMR2RtbEQzOW1xX29ERmVJeW9vSHJOem54bHU1UHVCd1g2andrZlk3TEh3M1BJQzFwMEg2SjIwMHJEdWdNTzNvTTVRS3FWTTY2NFdoTlgyUTJsOHlRU1p0eGpXcWxiZlE3WldfMWt6WUNXN2Fxd2tka2p5ZlNENVc5S093TWN0dDlHa1QyaXRyOVl1ckxnTjA0NWVROWxSMWx2SXVQdDNQaHB2enhWWW9lSmVYRldB?oc=5"" target=""_blank"">Dr Reddy’s gets US FDA approval to launch Suboxone generic | Company Business News</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mint</font>",Google News Enhanced,"""Dr Reddy"" FDA approval"
Dr. Reddy's,Suboxone,Suboxone,2018-06-18,Bad,-0.12000000000000002,0.045454545454545456,https://news.google.com/rss/articles/CBMirAFBVV95cUxQSDBVVDVLenVOOE8tcUhPVVozZmJkUXJzc05ETlVYQkNxcFhMTU1CRlhHblZpTm9WYmtRRXRDSHhSWUd1ZXFEQWJsbGhxVTlvZU5KT0pGSlNSaFQ5ZFduQVVZbHV4Um5zR0pVU0xmYWJoQkpSTGUtRnhYZHpNaTRaVjJSR1BYTzRqZGdLOXBOUjJSX2ZpSm9YcjByQVVueVBDQmhvMzBKUW1QQ0lP?oc=5,0.4520454545454546,Dr. Reddy's forced to stop Suboxone generic rollout amid Indivior patent dispute - Fierce Pharma,"<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxQSDBVVDVLenVOOE8tcUhPVVozZmJkUXJzc05ETlVYQkNxcFhMTU1CRlhHblZpTm9WYmtRRXRDSHhSWUd1ZXFEQWJsbGhxVTlvZU5KT0pGSlNSaFQ5ZFduQVVZbHV4Um5zR0pVU0xmYWJoQkpSTGUtRnhYZHpNaTRaVjJSR1BYTzRqZGdLOXBOUjJSX2ZpSm9YcjByQVVueVBDQmhvMzBKUW1QQ0lP?oc=5"" target=""_blank"">Dr. Reddy's forced to stop Suboxone generic rollout amid Indivior patent dispute</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fierce Pharma</font>",Google News Enhanced,"""Dr Reddy"" FDA approval"
Sun Pharma,Pharma Receives Fda,Pharma Receives Fda,2018-08-16,Good,-0.04444444444444443,0.045454545454545456,https://news.google.com/rss/articles/CBMihgFBVV95cUxPTzd2NW95SUFndGdGV3NSNGJqWl81WXMxNjR1RXduNkRtRlZpMHg5RmpVMXVwT2k3QmtQeWhzcnJ4TWtkNDkyd25Pd0pGSnRweXZ5T20tVG80a3NENmtoWTF0NHBrRWM3NmkzMGlDX0c3X3k0VzBIM0FJTkF5Zjh6YzlGaWVmQQ?oc=5,0.567738191269955,Sun Pharma receives FDA approval for dry eye drug - BioPharma Dive,"<a href=""https://news.google.com/rss/articles/CBMihgFBVV95cUxPTzd2NW95SUFndGdGV3NSNGJqWl81WXMxNjR1RXduNkRtRlZpMHg5RmpVMXVwT2k3QmtQeWhzcnJ4TWtkNDkyd25Pd0pGSnRweXZ5T20tVG80a3NENmtoWTF0NHBrRWM3NmkzMGlDX0c3X3k0VzBIM0FJTkF5Zjh6YzlGaWVmQQ?oc=5"" target=""_blank"">Sun Pharma receives FDA approval for dry eye drug</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BioPharma Dive</font>",Google News Enhanced,"""Sun Pharma"" FDA approval"
Sun Pharma,Xelpros,Xelpros,2018-09-14,Good,0.0,0.045454545454545456,https://news.google.com/rss/articles/CBMihAJBVV95cUxPYlRIRkZFZzEwRGJFeHFySVdOZXpjOHlNUDdFMW9CbU4wa2lzYzZfMHdxY2lwTTNiS05RMksyUm9QYUp6ZDVZOE94M1FOV2htbzdSWDFDZDBrQkJzR2R5ZTA1d2l6dkRFdXpzakU1Y2ZsZlRvUVVXRkViWlN1THZ4N1Z4NFc4S2NMSUREaUlvRWM1RUQtTjFQck5hUkZNQmJpVk9TclFSb3ZsVzlEbUZjZjY2YllQVGJmZy1mUGhnZ2tjQk4wRmVZVnJVNGFwLWNYMVdHckNTOTVNb2tVekw1MFZ6YTc0Rm1ZeVhuYlVRVmVPVXFHblhSbXh2UW12VjA3NTc3RA?oc=5,0.560388403384169,Sun Pharma and SPARC Announce US FDA Approval of XELPROS™ to Treat Open-angle Glaucoma or Ocular Hypertension - Business Wire,"<a href=""https://news.google.com/rss/articles/CBMihAJBVV95cUxPYlRIRkZFZzEwRGJFeHFySVdOZXpjOHlNUDdFMW9CbU4wa2lzYzZfMHdxY2lwTTNiS05RMksyUm9QYUp6ZDVZOE94M1FOV2htbzdSWDFDZDBrQkJzR2R5ZTA1d2l6dkRFdXpzakU1Y2ZsZlRvUVVXRkViWlN1THZ4N1Z4NFc4S2NMSUREaUlvRWM1RUQtTjFQck5hUkZNQmJpVk9TclFSb3ZsVzlEbUZjZjY2YllQVGJmZy1mUGhnZ2tjQk4wRmVZVnJVNGFwLWNYMVdHckNTOTVNb2tVekw1MFZ6YTc0Rm1ZeVhuYlVRVmVPVXFHblhSbXh2UW12VjA3NTc3RA?oc=5"" target=""_blank"">Sun Pharma and SPARC Announce US FDA Approval of XELPROS™ to Treat Open-angle Glaucoma or Ocular Hypertension</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Wire</font>",Google News Enhanced,"""Sun Pharma"" FDA approval"
Sun Pharma,Xelprost Wins Fda,Xelprost Wins Fda,2018-09-14,Good,0.19999999999999998,0.045454545454545456,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOb2prUVFOWkRKRUI5aUV5LVZWZndTYzIzUjlyV0hjLVBkcTlINV9VUkZmUy0wWU1fcGszNjc4UFZiOER6ZTBpT01kWWl2R2hlOVA0VDI0NWFzRE4yZmNiLTdaZEFsOWRWMm5xbEdUaUFqMGxsaHMtY2JyZzdjXzkzWUkxcWV1MXhWaXlteFRFTDNHV1B2aDQtN0VMWVMtUTR5Z0RIZ21OSmVTMndfOXlRYWtVQjNwdjIwSU9wYU5hZEs5RjlhaHF6YnNhTnJVODd5TUE?oc=5,0.560388403384169,Sun Pharma’s Xelprost Wins FDA Approval - PharmaLive,"<a href=""https://news.google.com/rss/articles/CBMi0gFBVV95cUxOb2prUVFOWkRKRUI5aUV5LVZWZndTYzIzUjlyV0hjLVBkcTlINV9VUkZmUy0wWU1fcGszNjc4UFZiOER6ZTBpT01kWWl2R2hlOVA0VDI0NWFzRE4yZmNiLTdaZEFsOWRWMm5xbEdUaUFqMGxsaHMtY2JyZzdjXzkzWUkxcWV1MXhWaXlteFRFTDNHV1B2aDQtN0VMWVMtUTR5Z0RIZ21OSmVTMndfOXlRYWtVQjNwdjIwSU9wYU5hZEs5RjlhaHF6YnNhTnJVODd5TUE?oc=5"" target=""_blank"">Sun Pharma’s Xelprost Wins FDA Approval</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PharmaLive</font>",Google News Enhanced,"""Sun Pharma"" FDA approval"
Dr. Reddy's,Unknown Drug,Unknown Drug,2019-02-14,Bad,0.35,0.13636363636363635,https://example.com/drreddys-warning-letter,0.49363636363636365,Dr. Reddy's Receives FDA Warning Letter for Srikakulam Facility,FDA issues warning letter to Dr. Reddy's Laboratories for current good manufacturing practice violations at Srikakulam facility.,Comprehensive Sample Data,Dr. Reddy's FDA Warning Letter
Sun Pharma,Odefsey,Odefsey,2019-05-22,Good,0.0,0.045454545454545456,https://example.com/sunpharma-odefsey-approval,0.5607934695485662,Sun Pharma Gets FDA Approval for Odefsey Generic,Sun Pharma receives FDA approval for generic version of Odefsey tablets for HIV treatment.,Comprehensive Sample Data,Sun Pharma FDA Approval
Dr. Reddy's,Us After Fda,Us After Fda,2019-07-23,Good,0.0,0.045454545454545456,https://news.google.com/rss/articles/CBMixAFBVV95cUxPa2JMLVBtRENXX1puNGVDVDVTSUtVQzV6VkZOMW5nTmRNZkM1TXFSaW1CVjh6OElOd1BBSGxYbmRCalBvWm02bF9LeWhzNFRidS1ndEp0TGg0V1cyeFZ2eU1zYm8yQUxkZkI4dDN2cnlYeWpNMGQ5ODBMX1JBYlM5QWhHbjUwbDliLVJodUJMcnh0VVMyeHFFMmJaT0kyNTExV2t1ZXYySE1RQTlUYXhhMGdkTDNrTXVpZHNPbU1vdGZaaXpJ0gHKAUFVX3lxTE9zNzZzMndZc3poNzNNUDhnNnFKN0JWRHZoSTBNeEtDQ09UZ3lQeUN6eXVtRDF4Y0hvdEM4OGpDM1NYZlFxdk1ZMS1vYlppN0h4VmhhV0NCcDRtSWcwMUxKNjZ4bmduc3hZNnRLdVA3clNmWGNxSmpsdE9UMk5KSnFnbXd4U053aHFBU0hEeWUzeGhmbXdrSGJzSlRtTEFoRmxXX05OYjZNTHJMT1k3cWdrN3pTb0JPS0doQ0x3MkN6OVVvclRYTzNzU0E?oc=5,0.5470454545454545,Dr Reddy's launches insomnia treatment tablets in US after FDA approval - Business Standard,"<a href=""https://news.google.com/rss/articles/CBMixAFBVV95cUxPa2JMLVBtRENXX1puNGVDVDVTSUtVQzV6VkZOMW5nTmRNZkM1TXFSaW1CVjh6OElOd1BBSGxYbmRCalBvWm02bF9LeWhzNFRidS1ndEp0TGg0V1cyeFZ2eU1zYm8yQUxkZkI4dDN2cnlYeWpNMGQ5ODBMX1JBYlM5QWhHbjUwbDliLVJodUJMcnh0VVMyeHFFMmJaT0kyNTExV2t1ZXYySE1RQTlUYXhhMGdkTDNrTXVpZHNPbU1vdGZaaXpJ0gHKAUFVX3lxTE9zNzZzMndZc3poNzNNUDhnNnFKN0JWRHZoSTBNeEtDQ09UZ3lQeUN6eXVtRDF4Y0hvdEM4OGpDM1NYZlFxdk1ZMS1vYlppN0h4VmhhV0NCcDRtSWcwMUxKNjZ4bmduc3hZNnRLdVA3clNmWGNxSmpsdE9UMk5KSnFnbXd4U053aHFBU0hEeWUzeGhmbXdrSGJzSlRtTEFoRmxXX05OYjZNTHJMT1k3cWdrN3pTb0JPS0doQ0x3MkN6OVVvclRYTzNzU0E?oc=5"" target=""_blank"">Dr Reddy's launches insomnia treatment tablets in US after FDA approval</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Standard</font>",Google News Enhanced,"""Dr Reddy"" FDA approval"
Biocon,Biocon Gets Fda,Biocon Gets Fda,2019-12-03,Good,0.0,0.045454545454545456,https://news.google.com/rss/articles/CBMitAFBVV95cUxPVlFlbHpoSGZRU2RObzdFU1NSTnRYdzNIUkQwbU9sX09HSUZ6VVNzbkh0LVRCOFBXMGFvaFV2YVFKS091V3padVZOb0FiVDF5RGtqR1ZRUTJwdndqazFTQ1JqZC1jRHFUd2dZa21jbzE5UFFLRlBWNUx6UkxSN3dhUEdNdDBGWVNpbTV4WVhRajFTNUhvR1FjMV9qMk5JbEpidkZYRnI2Z1pWVjZOS2U4QW9JXzg?oc=5,0.5324652289895009,Biocon gets FDA approval to produce pegfilgrastim in India - Fierce Pharma,"<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxPVlFlbHpoSGZRU2RObzdFU1NSTnRYdzNIUkQwbU9sX09HSUZ6VVNzbkh0LVRCOFBXMGFvaFV2YVFKS091V3padVZOb0FiVDF5RGtqR1ZRUTJwdndqazFTQ1JqZC1jRHFUd2dZa21jbzE5UFFLRlBWNUx6UkxSN3dhUEdNdDBGWVNpbTV4WVhRajFTNUhvR1FjMV9qMk5JbEpidkZYRnI2Z1pWVjZOS2U4QW9JXzg?oc=5"" target=""_blank"">Biocon gets FDA approval to produce pegfilgrastim in India</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fierce Pharma</font>",Google News Enhanced,"""Biocon"" FDA approval"
Dr. Reddy's,Nexium On Quality,Nexium On Quality,2020-05-12,Bad,0.0,0.045454545454545456,https://news.google.com/rss/articles/CBMitAFBVV95cUxNa3pIVzNmWDVraDJRZ19tYUZpNHAtcGYyMmNRRUVuOUc3bUhxZHMyeF9lMlRGY2UzOWlxTTMtcEY0Rlo2VHY5RUhPTFVidllJWElGUzQxaUl3SWJybThncF83TEJSdDNQLXlmdjZXVDlhMWZseW54VUFJMzc0ZTg2RjJUSndmd21MXy1QT0EtVU84SFB4NE0zNmtqWC1XV2pKcGpUaXBQcUdXcEE4akVrWTVib28?oc=5,0.47204545454545455,Dr. Reddy's Laboratories recalls bottles of generic Nexium on quality concerns - Fierce Pharma,"<a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxNa3pIVzNmWDVraDJRZ19tYUZpNHAtcGYyMmNRRUVuOUc3bUhxZHMyeF9lMlRGY2UzOWlxTTMtcEY0Rlo2VHY5RUhPTFVidllJWElGUzQxaUl3SWJybThncF83TEJSdDNQLXlmdjZXVDlhMWZseW54VUFJMzc0ZTg2RjJUSndmd21MXy1QT0EtVU84SFB4NE0zNmtqWC1XV2pKcGpUaXBQcUdXcEE4akVrWTVib28?oc=5"" target=""_blank"">Dr. Reddy's Laboratories recalls bottles of generic Nexium on quality concerns</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fierce Pharma</font>",Google News Enhanced,"""Dr Reddy"" FDA approval"
Biocon,Semglee,Semglee,2020-06-11,Good,0.0,0.045454545454545456,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPZWtPRnhZNm1pemVzTi1Kd1pDV2ZqRkdCcTFtaTBGWkhHcWtsVk4wdUZ3RUEwNDJjNFFCWnhZSzdMOUl2NjJPZE12eEZjNzd6eVQxZDk1UHVkZkpTLXRLX0RJeFF0VDJvZFB5WFVjNFRheE1ncjhJb1pWYXhUXzFzaTFaZ3B0eldwajhVUk5abVdJaklYMGRHTUItUU5HcHJYdE9HV3Z6b1J0UkJRMzdHd2t2U1lHMXpzWkhkdVpzM0FTQkF0UVJfaGEzOEppUERi?oc=5,0.5412774935554061,Mylan and Biocon Announce U.S. FDA Approval of Semglee™ (insulin glargine injection) - PR Newswire,"<a href=""https://news.google.com/rss/articles/CBMi0AFBVV95cUxPZWtPRnhZNm1pemVzTi1Kd1pDV2ZqRkdCcTFtaTBGWkhHcWtsVk4wdUZ3RUEwNDJjNFFCWnhZSzdMOUl2NjJPZE12eEZjNzd6eVQxZDk1UHVkZkpTLXRLX0RJeFF0VDJvZFB5WFVjNFRheE1ncjhJb1pWYXhUXzFzaTFaZ3B0eldwajhVUk5abVdJaklYMGRHTUItUU5HcHJYdE9HV3Z6b1J0UkJRMzdHd2t2U1lHMXpzWkhkdVpzM0FTQkF0UVJfaGEzOEppUERi?oc=5"" target=""_blank"">Mylan and Biocon Announce U.S. FDA Approval of Semglee™ (insulin glargine injection)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PR Newswire</font>",Google News Enhanced,"""Biocon"" FDA approval"
Sun Pharma,Unknown Drug,Unknown Drug,2020-08-10,Bad,0.0,0.045454545454545456,https://news.google.com/rss/articles/CBMivAFBVV95cUxQZlBmTDVGM0k3TGctSENsT2Mwc1QwdjVtZFZTTUI0Nkx1Y0lVOS00ellDUWh5M0tZcUk3cWdma1FiSG81TFpreDJaeHZtSkF5bWhfQzd1Tktfc2Fxb2ZpbXdNM2JHRGRsT0pPRnJlb2c4TEFXVEdRRnhnUTU0TjlBSTBIZV9tbWtWSmdqaXo1UjZ1eGdwelZZb2ZEaGp3MFdpVWRiRERkLVM0emJZcjh2cDA2ZXdraVEyYU5IaQ?oc=5,0.4978856332403505,"Sun Pharma, Lupin launch U.S. recalls of blood pressure, epilepsy meds - Fierce Pharma","<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxQZlBmTDVGM0k3TGctSENsT2Mwc1QwdjVtZFZTTUI0Nkx1Y0lVOS00ellDUWh5M0tZcUk3cWdma1FiSG81TFpreDJaeHZtSkF5bWhfQzd1Tktfc2Fxb2ZpbXdNM2JHRGRsT0pPRnJlb2c4TEFXVEdRRnhnUTU0TjlBSTBIZV9tbWtWSmdqaXo1UjZ1eGdwelZZb2ZEaGp3MFdpVWRiRERkLVM0emJZcjh2cDA2ZXdraVEyYU5IaQ?oc=5"" target=""_blank"">Sun Pharma, Lupin launch U.S. recalls of blood pressure, epilepsy meds</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fierce Pharma</font>",Google News Enhanced,"""Sun Pharma"" FDA approval"
Dr. Reddy's,Revlimid,Revlimid,2020-08-26,Good,0.0,0.045454545454545456,https://example.com/drreddys-revlimid-approval,0.5395454545454546,Dr. Reddy's Receives FDA Approval for Generic Revlimid,Dr. Reddy's Laboratories gets FDA approval for generic version of Revlimid (lenalidomide) capsules.,Comprehensive Sample Data,Dr. Reddy's FDA Approval
Biocon,Lantus,Lantus,2021-06-11,Good,0.1,0.045454545454545456,https://example.com/biocon-semglee-biosimilar,0.5102688333040302,FDA Approves Biocon's Semglee as Biosimilar to Lantus,FDA approves Semglee (insulin glargine-yfgn) as biosimilar to Lantus developed by Biocon Biologics.,Comprehensive Sample Data,Biocon FDA Approval
Biocon,Semglee,Semglee,2021-07-29,Good,0.19999999999999998,0.045454545454545456,https://example.com/biocon-semglee-interchangeable,0.5122176094143278,FDA Approves Biocon's Semglee as First Interchangeable Biosimilar,"FDA approves Semglee as first interchangeable biosimilar insulin in the United States, developed by Biocon.",Comprehensive Sample Data,Biocon FDA Approval
